timestamp,symbol,mode,signal,action_taken,price_reference,quantity,cash_estimated,position_qty,equity_estimated,status,notes
2026-03-31T17:18:02.022259+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T17:23:02.017092+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T17:28:02.045238+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T17:33:02.021097+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T17:38:02.019325+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T17:43:02.129999+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T17:48:02.088463+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T17:53:02.116587+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T17:58:02.126794+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T18:03:02.097600+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T18:08:02.094219+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T18:13:02.140243+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T18:18:02.098614+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T18:23:02.125574+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T18:28:02.046730+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T18:33:02.024474+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T18:38:02.014095+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T18:43:02.007709+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T18:48:02.045238+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T18:53:02.118198+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T18:58:02.087933+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T19:03:02.145698+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T19:08:02.115067+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T19:13:02.119596+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T19:18:02.132172+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T19:23:02.133007+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T19:28:02.216612+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T19:33:02.038149+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T19:38:02.010134+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T19:43:02.016415+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T19:48:02.033029+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T19:53:02.025514+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T19:58:02.011798+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T20:03:02.019996+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T20:08:02.034548+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T20:13:02.017765+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T20:18:02.028798+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T20:23:02.141607+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T20:38:02.350767+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T20:43:02.021731+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T20:48:02.034804+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T20:53:02.009003+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T20:58:01.997376+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T21:03:02.016232+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T21:08:02.133697+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T21:13:02.182190+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-03-31T22:07:44.260569+00:00,BTCUSDT,live,hold,hold,68166.01000000,0,0,0,0,kill_switch,drawdown_kill_switch;kill_switch_active
2026-03-31T22:18:26.595747+00:00,BTCUSDT,live,hold,hold,68192.01000000,0,0,0,0,ok,signal_hold
2026-03-31T22:42:04.700152+00:00,BTCUSDT,live,hold,hold,68121.00000000,0,0,0,0,ok,signal_hold
2026-03-31T22:45:51.490452+00:00,BTCUSDT,live,hold,hold,68162.02000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-03-31T22:52:23.145399+00:00,BTCUSDT,live,hold,hold,68204.38000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-03-31T22:52:44.121124+00:00,BTCUSDT,live,hold,hold,68211.26000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-03-31T23:03:48.055049+00:00,BTCUSDT,live,hold,hold,68114.79000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-03-31T23:05:12.437774+00:00,BTCUSDT,live,hold,hold,68140.86000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-03-31T23:13:30.600177+00:00,BTCUSDT,live,hold,hold,68235.41000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T00:25:38.299269+00:00,BTCUSDT,live,hold,hold,67960.40000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T00:43:32.817436+00:00,BTCUSDT,live,hold,hold,68017.49000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T00:53:43.615988+00:00,BTCUSDT,live,hold,hold,68271.10000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T01:01:39.492502+00:00,BTCUSDT,live,hold,hold,68284.72000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T01:07:02.131438+00:00,BTCUSDT,live,hold,hold,68190.00000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T01:08:21.827322+00:00,BTCUSDT,live,hold,hold,68290.05000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T03:49:08.271594+00:00,BTCUSDT,live,hold,hold,68182.77000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T03:49:14.841496+00:00,BTCUSDT,live,hold,hold,68181.78000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T03:49:21.770855+00:00,BTCUSDT,live,hold,hold,68181.53000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T13:24:24.392536+00:00,BTCUSDT,live,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-04-01T13:25:32.444834+00:00,BTCUSDT,live,hold,hold,68461.61000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T13:51:29.679290+00:00,BTCUSDT,live,hold,hold,68082.18000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T16:49:22.469869+00:00,BTCUSDT,live,hold,hold,68835.94000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T16:53:12.357704+00:00,BTCUSDT,live,hold,hold,68841.61000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T16:56:05.790306+00:00,BTCUSDT,live,hold,hold,68839.02000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T17:06:04.743260+00:00,BTCUSDT,live,hold,hold,69006.88000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T17:10:09.468280+00:00,BTCUSDT,live,hold,hold,68883.84000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T17:13:06.730951+00:00,BTCUSDT,live,hold,hold,68766.53000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T17:16:53.696144+00:00,BTCUSDT,live,hold,hold,68757.70000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T17:20:11.614706+00:00,BTCUSDT,live,hold,hold,68737.23000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T17:20:16.788389+00:00,BTCUSDT,live,hold,hold,68736.55000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T17:32:20.970588+00:00,BTCUSDT,live,hold,hold,68521.83000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T17:33:04.417522+00:00,BTCUSDT,live,hold,hold,68518.11000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T17:46:04.559220+00:00,BTCUSDT,live,hold,hold,68407.02000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T17:49:59.301581+00:00,BTCUSDT,live,hold,hold,68310.46000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T17:55:35.808528+00:00,BTCUSDT,live,hold,hold,68347.98000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T18:32:06.483014+00:00,BTCUSDT,live,hold,hold,68137.29000000,0,100.00683915,0,100.00683915,ok,signal_hold
2026-04-01T20:56:04.614179+00:00,BTCUSDT,active,dry-run,sell,hold,68235.58000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-01T21:29:50.612887+00:00,BTCUSDT,active,dry-run,sell,hold,68437.36000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-01T21:30:10.788100+00:00,BTCUSDT,active,dry-run,sell,hold,68450.00000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
